Individual_number,Species,Locality,Year,Month,Data,Total_length_mm,Weight_g,Sampling_site,Lat,Long,Protective_regime,Proximity_human_settlements,accessibility
2025,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,17.25,1.41,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2026,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,16.68,1.37,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2027,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,16.88,1.29,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2028,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,18.07,2.07,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2029,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,15.64,1.22,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2030,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,16.1,1.02,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2031,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,18.15,2.1,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2032,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,18.86,2.06,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2033,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,16.71,1.32,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2034,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,17.14,1.25,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2035,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.19,0.95,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2036,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.23,0.89,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2037,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,17.09,1.66,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2038,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,18.28,1.73,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2039,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,17.37,1.84,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2040,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,16.84,1.27,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2041,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,16.46,1.14,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2042,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.97,0.91,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2043,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,13.54,0.77,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2044,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,13.44,0.61,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2045,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.33,0.8,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2046,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.15,0.47,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2047,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,11.7,0.53,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2048,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.61,0.58,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2049,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,16.54,1.51,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2050,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,15.56,1.22,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2051,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.62,1.02,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2052,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.17,0.8,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2053,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,11.6,0.61,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2054,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,11.92,0.52,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2055,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,13.28,0.65,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2056,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,13.92,0.89,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2057,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,10.45,0.39,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2058,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,20.78,3.11,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2059,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,15.74,0.98,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2060,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.05,0.91,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2061,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.82,0.99,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2062,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.68,0.94,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2063,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.12,0.8,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2064,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,13.54,0.74,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2065,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.67,1.15,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2066,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,15.04,1.12,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2067,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.14,0.84,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2068,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.76,0.91,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2069,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.58,0.96,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2070,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,10.9,0.4,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2071,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.82,1.15,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2072,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.58,0.96,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2073,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,13.22,0.58,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2074,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.54,0.54,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2075,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,10.36,0.35,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2076,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.54,0.61,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2077,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,16.23,1.38,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2078,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,13.96,0.92,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2079,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.84,1.07,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2080,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.45,0.78,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2081,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,15.46,1.17,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2082,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,15.12,0.96,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2083,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.82,0.61,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2084,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.45,0.44,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2085,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.31,0.54,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2086,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,13.18,0.73,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2087,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.61,1.05,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2088,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.83,0.65,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2089,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,14.27,0.78,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2090,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.97,0.62,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2091,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.87,0.67,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2092,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.2,0.44,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2093,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.51,0.51,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2094,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.81,0.57,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2095,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.48,0.62,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2096,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.2,0.66,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2097,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.74,0.58,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2098,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.72,0.76,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2099,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.97,0.63,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2100,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.04,0.49,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
2101,Phorcus sauciatus,Madeira archipelago,2017,4,01/04/2017,12.78,0.63,São Vicente,32°48.93'0.49''N,17°0.96'0.21''W,Full access,Near,North
